gene_ID,log2FC_A549,log2FC_BXPC3,log2FC_HAP1,log2FC_HT29,log2FC_K562,log2FC_MCF7,beta_cell_typeA549,beta_cell_typeBXPC3,beta_cell_typeHAP1,beta_cell_typeHT29,beta_cell_typeK562,beta_cell_typeMCF7,p_cell_typeA549,p_cell_typeBXPC3,p_cell_typeHAP1,p_cell_typeHT29,p_cell_typeK562,p_cell_typeMCF7
LRMDA,0.091466959,1.10249049,0,-0.271554019,0,0.055751663,0.005090788,0.414132777,0.098698219,-0.050224344,-0.210704127,-0.026599107,0.884173225,5.06E-69,0.339269282,0.644154102,0.15862541,0.517232969
AC020687.1,0,1.937795853,0,0,0.176638591,0,-0.028760791,0.58725589,-0.068867317,-0.232481843,-0.010650139,-0.041508868,0.846597912,1.00E-65,0.681277467,0.278376963,0.69192428,0.639025689
FAT1,0.178307525,-0.368091294,0.129024569,0.068896709,0.32342007,-0.057163132,-0.000516649,-0.208835899,0.002924137,0.004560966,0.017186755,-0.186301768,0.986971009,7.23E-57,0.929012147,0.811639939,0.641928398,0.002326868
CASC19,0.095095164,0.952722454,0,0.058651517,0,0,-0.006819676,0.365731654,0.101237183,-0.074374064,0.01113387,-0.138226168,0.932182972,9.30E-50,0.354480082,0.016016913,0.931001513,0.256999373
MT-RNR2,0.22369114,0.055529879,0.124919839,0.11557579,0.209820256,-0.037409323,-0.055923247,0.006969889,-0.017393289,-0.003841403,0.005164398,-0.168922448,0.000728105,0.429348942,0.110315719,0.80175599,0.681038672,1.47E-41
PTPRQ,0,-0.995387312,0,0,0,0,-0.270475156,-0.426238894,-0.291353483,0.32370647,0.209292568,-0.046313185,0.307862341,1.31E-30,0.575630256,0.337054677,0.440079202,0.636693402
MT-RNR1,0.113430887,0.064321109,0.097526785,0.101003066,0.156940906,-0.02790354,-0.073703534,0.009575311,-0.027936252,-0.005624169,-0.013705858,-0.143723294,1.91E-05,0.297828395,0.012670564,0.722699524,0.286523666,1.02E-28
MMP16,0,0,-0.015106726,0,0,-2.248127021,-2.14784259,0.183865589,-0.016566405,0.183672425,-0.008744653,-1.356681705,0.167877409,0.206379329,0.511226306,0.455982387,0.980850729,6.71E-28
DLG2,0.007969757,-0.012655187,-0.049725656,0.113056001,0.226991818,0.36902097,0.069368695,-0.039757439,0.03610974,0.149519815,0.053401313,0.235957285,0.375069479,0.226975549,0.081387439,0.011052233,0.179507395,1.47E-26
AC087762.1,0,0.24671372,0,0.035373259,0,0,-0.263034055,0.141853272,-0.07715742,0.046472172,0.042874746,0.029217372,0.383870063,4.10E-22,0.63213214,0.568401525,0.785626442,0.832657166
LAMA5,-0.008873277,0.356994268,0.087002122,0.092691739,-0.038071906,0.044267448,0.047756767,0.142352419,0.006289316,-0.035328662,-0.190920768,-0.063120223,0.415086882,1.62E-21,0.894306039,0.254268809,0.012195385,0.03943132
PDE4D,0.043608562,0.00036321,0.179556924,0.049469847,0.323767401,0.271834938,0.003910348,-0.00087221,0.012846557,0.028398976,0.137618351,0.217763817,0.864134381,0.953715312,0.830173763,0.231777634,0.009673414,3.73E-21
MACF1,0.129222913,-0.019645846,0.105370279,0.081282414,0.150980643,0.308966804,0.061168668,-0.016997656,-0.008086183,0.00736906,-0.023260277,0.141013388,0.007730808,0.110762196,0.738142117,0.751878306,0.192203675,6.89E-21
FNIP1,0.170540012,-0.338701068,0.097333476,0.085379733,0.176888088,0.058650005,-0.02453546,-0.208398841,0.029484518,-0.023672099,0.028137373,0.001370516,0.463039411,9.60E-21,0.238978059,0.42002594,0.133344781,0.945877397
MECOM,-0.105403656,0.08193784,0.08041508,0.096944645,0.449155983,0.236289291,0.005265756,0.03755352,-0.03590953,0.011907091,0.123755837,0.150555524,0.946649491,0.00437742,0.043481591,0.614044514,0.001179367,1.25E-20
MT-ND4,0.220473086,0.047781316,0.102795484,0.110533038,0.213877309,-0.080586828,-0.037189361,-0.001445289,0.000309565,-0.037560232,-0.006432123,-0.152803834,0.108848532,0.886085487,0.982751603,0.02841677,0.663904058,1.79E-20
LRP1B,0,0.362702713,-0.111992607,0,0,-0.926033325,0.111134182,0.03434,-0.163261837,0.04618348,-0.015378592,-0.465174295,0.685429448,0.571047437,0.001080394,0.813407066,0.859420932,2.10E-19
ARHGAP26,0.17600287,-0.031073562,0.124728292,0.090800331,-0.01881712,-0.471928311,-0.028285599,-0.020906901,0.039116421,0.005738356,-0.028846171,-0.545859767,0.429622113,0.258464542,0.3764685,0.802162343,0.646969298,1.60E-18
LINC01162,0,0.85374673,0,0,0.285916081,0,0.465568097,0.382300282,-0.281479003,0.078456897,0.008515863,0.209018187,0.072533121,5.75E-18,0.305596775,0.820515578,0.78703294,0.279038215
AC012501.1,0,-0.47635646,0,0.165254977,0,0,-0.08126658,-0.209968332,-0.295350988,0.07123735,0.126907145,0.470482083,0.811405974,1.19E-17,0.223377961,0.059179518,0.434973721,3.22E-06
MT-ND5,0.139317419,0.065300002,0.071742759,0.116799832,0.254836795,-0.041181756,-0.023571136,0.001064823,-0.018461806,0.000607306,0.013755601,-0.107627567,0.245363091,0.90925579,0.137506292,0.968079977,0.292587284,5.67E-17
RAPGEF6,0.103681504,-0.388268871,0.105677347,0.073577043,0.176979016,0.022186339,-0.003715048,-0.198004247,0.009760824,0.02454568,-0.008287989,0.005503129,0.920856151,5.84E-17,0.639310511,0.388929447,0.715037215,0.792251575
NRP1,0.1410612,0.054617908,0.042377329,0.112468828,0,-0.163309627,-0.034594833,0.028603084,-0.001043432,-0.046241521,0.123210269,-0.269168453,0.22617767,0.107184539,0.978712496,0.370445486,0.296056585,1.55E-16
DIDO1,-0.047147353,0.25079091,0.021043905,0.072545395,0.080988136,0.071454704,0.06818202,0.115515789,-0.047226959,-0.019440389,-0.03364435,-0.007896635,0.135013039,3.11E-16,0.055794875,0.376658279,0.233911102,0.644823074
NHS,0.097574589,-0.07517567,0.065782913,0.094552547,0,-0.200003653,-0.002450969,-0.016067176,0.009689706,-0.018512414,0.057871887,-0.315539699,0.935955416,0.444005931,0.761243375,0.56246028,0.602246093,8.59E-16
NEAT1,0.042172741,0.019364102,0.126060286,0.108406091,0.028929086,0.109721675,0.037554773,-0.079100949,0.054820772,0.022158206,-0.014331384,-0.155862217,0.168696981,2.87E-07,0.006384238,0.362780059,0.518098614,1.23E-15
STX16,-0.066291583,0.36255534,0.068484255,0.079622269,0.149510784,0.095652357,0.065099023,0.138894257,-0.078114994,0.002395089,-0.014445707,0.00019745,0.263195163,1.73E-15,0.025644606,0.94806986,0.733074306,0.991239742
VAPB,0.270262173,0.317638968,0.150542861,0.127306818,0.147945708,0.081039541,-0.068847638,0.135375418,0.060698706,0.017091373,0.00667237,0.001770836,0.375558409,2.54E-15,0.062083977,0.603253356,0.841103755,0.92456102
PGR,0,0,0,0,0,0.392371211,-0.405539181,0.174691729,-0.184791137,0.126913549,0.066448257,0.210227951,0.197806018,0.23083286,0.475808827,0.625981961,0.791333531,7.75E-14
FAM155A,0,0,0.489247561,0,0.365593863,0,0.193165139,-0.030693385,0.374687742,0.344227293,0.022452862,0.205171379,0.308076457,0.7928879,8.30E-14,0.004944372,0.632421542,0.274632939
CTNND2,0,0,0,0,0,-0.288913748,-0.540226797,0.055134684,0.27291238,-0.003944236,-0.001123497,-0.178703221,0.065632454,0.443964073,0.001070031,0.975730547,0.993022721,1.72E-13
NLGN1,0,0,-0.029580302,0,0.316344443,0,-0.263299418,0.053235376,-0.144074409,-0.044474777,0.191224973,0.127092914,0.334632847,0.438548679,2.54E-13,0.747411781,0.000870509,0.262318375
HDAC9,-0.162959932,0.117691925,0.082724664,0.143124809,0.023615128,-0.64101395,-0.249572824,0.03292845,-0.040997716,0.007618459,-0.051045229,-0.259233378,0.030459701,0.082729064,0.041494043,0.918754935,0.177032525,3.08E-13
MTCL1,0.130428202,-0.550191794,0.240965314,0.092145195,0.276875791,0.08715057,-0.029347885,-0.263201445,0.03702024,-0.029564973,0.007613034,-0.099861551,0.424277163,3.11E-13,0.4519268,0.495688749,0.866080713,0.12564753
INSR,0,0,-0.423318758,0,0,-0.102166657,-0.059739082,-0.581199868,-0.344365866,-0.615919133,-0.547990976,-0.111893652,0.621758025,0.00057841,3.98E-13,2.55E-11,0.002831531,0.043472299
TPTE,0,-0.672444332,0,0,0.398617319,0.027452873,0.383130872,-0.540803029,0.038898747,-0.312881869,0.055334969,-0.010047914,0.06820692,4.14E-13,0.833111263,0.316646898,0.072860824,0.679596592
COL4A5,0.123556543,-0.181634481,0.099105803,0,0.277811384,-0.704177444,0.030785226,-0.053757205,0.010900027,-0.188086263,-0.040438144,-0.488614688,0.296551838,7.44E-05,0.636185629,0.22946311,0.586475343,1.37E-12
LINC01322,0,-0.477877583,0,0,0,0,0.393828625,-0.210792921,-0.885485968,-0.225547153,0.184354632,-0.097417225,0.072085192,1.49E-12,0.115214982,0.277942831,0.303593754,0.687222229
RHOBTB3,0.307103378,-0.108316291,0.064847955,0.015441903,0.18074154,0.36091522,0.052647078,-0.028460665,0.017595086,0.017889618,0.017141019,0.140397602,0.386404777,0.338717998,0.683492229,0.645099934,0.505592531,1.83E-12
G0S,0.134037195,0.279118371,0.060253033,0.092863216,0.095578764,0.080608042,0.080848419,0.110915841,-0.085280581,0.00960535,-0.03684626,0.002972421,0.29398418,1.86E-12,0.006146408,0.743338714,0.279441845,0.852175302
ITCH,0.049592573,0.159824093,0.115070645,0.093161096,0.152325301,0.102723477,-0.095980907,0.072577303,-0.01490724,0.022543521,0.025545329,0.004773713,0.053214947,2.05E-12,0.488732374,0.380992706,0.294090986,0.833265428
AKAP9,0.037915964,0.076435791,0.04270354,0.035023107,0.133302574,0.218470721,0.028515429,0.016109951,-0.037061749,-0.032177232,-0.011602219,0.086927213,0.465957128,0.221959546,0.087715563,0.202683813,0.571080492,2.13E-12
NPHP3,-0.147211688,0.063872791,0.172139111,0.216676482,0.358228823,0.517528886,-0.067233903,0.058053451,0.050016886,0.003545602,0.098841254,0.232394345,0.546369935,0.18743091,0.355583451,0.966555443,0.232217866,2.60E-12
EYA4,0.115309051,-0.520979901,0.034702013,0,0,0,0.069200979,-0.239510242,-0.028638954,0.291966633,0.156651259,-0.043003832,0.017524172,2.64E-12,0.269984205,0.030165543,0.21547242,0.784620388
TMEM64,0,0,0.135959411,0.25590538,0.191565973,0.244009513,0.242013283,0.0491938,-0.059089207,-0.063772549,-0.070234032,0.144479954,0.028265982,0.40433878,0.324053769,0.551174655,0.39514114,2.65E-12
NTN4,0.288172073,0.1501097,0,-0.067010629,0,-0.008580973,-0.009065647,0.051975983,0.158948844,-0.047403789,0.176648046,-0.291615041,0.889538912,0.086129832,0.124723179,0.480541217,0.259176761,2.79E-12
DCTD,-0.160909104,-0.466241369,0,0.192203037,-0.110159993,0.038882011,-0.052713156,-0.331864845,-0.042731971,0.031194058,-0.042819827,-0.040121708,0.651143015,3.28E-12,0.675062833,0.674682097,0.627781606,0.611451917
LAMC2,0.09627716,-0.173655929,0,0.107969483,0,0.24599151,0.094535291,-0.123004936,-0.440612426,0.126357625,-0.865761157,0.038327376,0.25913304,3.83E-12,0.062745724,0.160643212,0.053254359,0.626581748
EYA2,0.041236984,0.35994006,0,0,0,0.19635409,0.064468462,0.13249302,-0.013740011,0.367262873,-0.013414256,0.00398798,0.403451751,3.88E-12,0.938589201,0.016997287,0.946542529,0.894547369
EF05,0.09965974,-0.053444252,0.093092465,0.063090929,0.185875919,-0.154600373,-0.015703536,-0.017551136,0.035294565,-0.0268249,0.010200915,-0.127603755,0.562189661,0.2094345,0.029227188,0.241992351,0.906361703,5.50E-12
LYPD6,0,0,0.085348678,0,0,0.337693075,0.379654061,0.295097909,0.010352314,0.005331706,0.204245443,0.185498864,0.060404246,1.27E-06,0.815117667,0.9681215,0.198293193,7.41E-12
PPM1L,-0.106619141,0.088898048,0.107754432,0.059183675,0.207020683,0.245114215,-0.020936178,0.013707228,-0.036446981,-0.059965165,-0.085980269,0.135292372,0.822415893,0.771648869,0.148010848,0.216153975,0.316604665,8.18E-12
EPHA6,0,0,-0.231728226,0,0,-0.27093113,-0.337637217,0.426218626,-0.237898333,0.09814778,-0.330227101,0.009769856,0.154122585,9.45E-12,9.73E-05,0.597770346,0.21816242,0.74564908
CHPT1,0.241278925,0,0.168201785,0,0.214665984,0.431026482,-0.084682058,-0.141000476,0.004512025,0.27825847,0.040261717,0.220827882,0.39565147,0.289427331,0.889771314,0.00121744,0.246993475,1.04E-11
ADNP,0.126955078,0.233743232,0.048140553,0.085204878,0.149810126,0.118509068,0.006571448,0.098316869,-0.067402569,-0.035284532,-0.01733394,0.056376055,0.884025627,2.09E-11,0.003570882,0.105069806,0.5328127,0.000244935
HMCN1,0.035794614,0,0,0,0.106949978,0.386214796,-0.017642192,0.007679903,-0.041639609,0.01459971,-0.112191414,0.172558183,0.856067855,0.931520597,0.704021536,0.916078282,0.118015899,2.37E-11
FRAS1,0.100892935,-0.412982539,0.024506897,0.094266857,0,0.255721915,0.069444544,-0.23170398,0.043392166,-0.023389528,0.019800851,0.176735888,0.212024436,7.77E-06,0.153710947,0.488771777,0.883169636,2.52E-11
ADAMTS19,0,0.006626607,-0.008215823,0.040246618,0.020242431,0.146347875,0.338071751,-0.054108963,-0.064551081,0.10128085,-0.111290312,0.101087845,1.88E-05,0.290757184,0.359929589,0.19399337,0.250203055,3.33E-11
KCNQ5,0.143206112,0,-0.42283897,0,0.349561612,0,-0.030029741,0.14200852,-0.442992093,0.100462508,0.056642638,0.198178129,0.451762816,0.095446654,3.77E-11,0.519305058,0.061369233,0.128587123
XRN2,0.106194768,0.199413619,0.092831854,0.042064368,0.20753489,0.134344752,-0.03150084,0.087945039,0.014614343,-0.044932071,-0.031799478,0.0378995,0.393383675,4.77E-11,0.497410686,0.13512442,0.30832574,0.059596685
FIGN,0.215752085,-0.015366346,0.080139339,0,0,0.166050707,0.0024728,0.006006534,-0.022265356,0.276713235,0.126573638,0.118716652,0.960970109,0.817493859,0.443219258,0.019342752,0.352863136,5.16E-11
LYPD6B,0,0.555184653,0,0,0,0.117328337,0.296925232,0.252511046,0.084734411,-0.319427308,0.185425893,0.07122723,0.09926116,6.76E-11,0.334331057,0.056333762,0.255086083,0.008310559
SAMD4A,0.166325262,0.15995708,0.138321949,0.011799731,0.171383597,-0.195201723,0.062151957,0.059088574,0.032077772,-0.087302944,0.06984216,-0.233849547,0.069945401,0.003298119,0.259652008,0.045437798,0.022471452,7.27E-11
AC099520.1,0,-0.022809342,0,0,0.139287847,-0.110218341,0.069238451,-0.005999968,0.1923958,-0.082386031,0.011926486,-0.20056529,0.46039478,0.778561727,0.032992086,0.558966096,0.724367134,8.92E-11
WWC2,0.057835344,-0.320121288,0.015420821,0.019454068,-0.004725383,0.052811966,-0.044637695,-0.159203411,-0.042558699,-0.08292429,-0.005253408,-0.078620519,0.331522264,1.04E-10,0.156606544,0.141573083,0.948854537,0.014680425
PDE3B,0.231886672,0.01168184,0.064264444,0.139227623,0.229781619,0.14076135,0.059684474,0.018346607,-0.002029714,0.049080201,0.019091896,0.131720001,0.493588852,0.450336521,0.932319159,0.088853536,0.422965472,1.17E-10
INPP4B,0.163620368,0.070620089,0,0.160031501,0.449700215,0.014214782,0.117099508,0.018874029,-0.039086894,0.069544568,0.10382775,-0.137739969,0.004603277,0.261074377,0.631013091,0.046925076,0.017242345,1.28E-10
AL354993.2,0,0.443069761,0,0,0,0.004001806,-3.537659807,0.217129658,-0.160391343,-0.050966325,0.109434992,-0.008909445,0.146309258,1.29E-10,0.514596337,0.699315819,0.270929704,0.68061992
RAB22A,0.197851919,0.234568552,-0.087157632,0.034306485,0.226919266,0.111048011,0.14508498,0.106917794,-0.059725807,-0.024463167,0.095601705,-0.00957747,0.049769489,1.30E-10,0.255529473,0.536950077,0.025090897,0.677305224
SPCS3,0.020462501,-0.462828299,0.154429118,0.124767824,0.099509863,0.190293521,0.049193352,-0.210678706,-0.075857611,0.03486433,-0.036122835,0.022333699,0.612321555,1.30E-10,0.158020193,0.526546457,0.361388343,0.648638749
PLX02,0,-0.031372505,0,0.08560109,-0.02506464,0,-0.454963346,-0.002302422,0.10399949,0.009219651,0.024194708,-0.568002831,0.094829098,0.880489367,0.452155366,0.781559361,0.758176403,1.39E-10
NELFCD,0,0.316668997,-0.003123204,0.076974811,0.034355628,0.133955533,0.019078393,0.151728191,-0.030992179,-0.036323448,-0.086606094,0.032400612,0.894854291,1.47E-10,0.495468269,0.394946825,0.098301449,0.187323413
PTPRG,0.161214138,-0.137327902,0.055019059,-0.122815097,0,-0.203551791,-0.018983832,-0.058945096,-0.001172771,0.085528498,0.057412686,-0.12297231,0.538322237,0.002651525,0.949178709,0.403994831,0.552943938,1.49E-10
ATP9A,0.001086681,0.408775591,0.085147517,0.072868198,0,0.079844966,-0.05024623,0.144167547,0.010331167,-0.017749254,0.145409648,0.000505943,0.594304535,2.73E-10,0.752192161,0.570857651,0.20057805,0.978732795
CEP128,0.175521125,-0.261471657,0.074238411,0.046748972,0.331669709,0.018830721,-0.024798798,-0.115077879,-0.009283935,0.03194569,0.082348924,-0.018290594,0.502454512,2.85E-10,0.722963089,0.45658933,0.005854466,0.493263246
DT0,0,0.005609459,0,0,0.302237891,-0.213954608,-0.109911982,-0.007094184,-0.315219747,-0.076098918,0.035313558,-0.199327137,0.740637115,0.831253029,0.033856616,0.731915154,0.604591877,3.00E-10
AC111198.1,0,-0.471095343,0,0,0,0,-0.679639216,-0.175502967,-0.618979638,-0.248004418,0.015675119,0.114419497,0.524644755,3.07E-10,0.280830884,0.541254931,0.961457183,0.661845108
TPD52L1,0,0.00787256,0.150676666,0.121636231,-0.068810454,0.217048241,0.019384481,0.016990417,-0.075751077,-0.011169657,-0.124867323,0.120541313,0.864316054,0.562681744,0.323162895,0.875175623,0.027742368,3.27E-10
BMPR1B,0.084398284,0.081063526,0.081491928,0,0,-0.458925561,0.026855427,0.027690384,0.030592671,0.04115035,0.014412595,-0.218066163,0.548616578,0.137884984,0.296461498,0.779301394,0.933941657,3.32E-10
KTN1,0.188421197,0.005419737,0.095737495,0.110082492,0.317856743,-0.138562532,0.03117846,-0.003356444,0.025174367,0.046832684,0.047334152,-0.224519384,0.242170873,0.773706231,0.242983633,0.092440472,0.029486634,3.57E-10
ELOVL2,0.147999344,0,0.027536965,0,0,0.384633285,-0.02067008,0.092611215,-0.039702866,0.169472235,0.266491267,0.20214463,0.819628299,0.583150912,0.427302711,0.503606427,0.069763657,4.53E-10
PLXDC2,0,0,0.274713166,0.08657441,0,-0.141523133,0.068246116,-0.1246593,0.260212357,0.119421815,0.066467511,-0.050484804,0.762393216,0.138564857,5.45E-10,0.090702497,0.503319636,0.032557774
BAGE2,0,-0.555650539,0,0,0.247653105,0.06145146,0.397008815,-0.455758265,0.006119354,0.134952203,0.037455644,0.01614509,0.056164795,5.73E-10,0.970793455,0.433072312,0.094702384,0.459636564
DPY19L2P1,0.044144639,0,0,0,1.033747494,0.224728999,-0.03856027,0.379155895,-0.030084829,0.116588302,0.242712898,0.138280671,0.599787855,7.71E-10,0.864262799,0.599321924,1.92E-06,0.000119789
KYNU,0.129565535,-0.130691688,0,-0.09965097,0.116873151,-0.127114071,0.046238707,-0.104301218,0.023133944,-0.087952175,-0.016055299,-0.208958418,0.154453152,0.002067027,0.863600932,0.423863784,0.651506756,9.33E-10
EPAS1,0.186783501,0.071265201,0,-0.029247477,0.154442759,0.036647203,0.136850571,0.027714926,0.003758061,-0.01902944,0.015684022,-0.295919843,0.008236435,0.419639456,0.984505176,0.831441805,0.747430962,1.17E-09
AH0K2,0.111752882,0.216286391,0,0.00953843,0,0,0.081302054,0.097637448,0.147533548,0.083525419,0.073793107,0.121788576,0.01890797,1.23E-09,0.181308011,0.358810841,0.597218011,0.351521336
SLCO3A1,0.088795915,0.081140584,0.214114797,0,0,-0.303614282,0.022648374,0.04768444,0.14843616,0.070892291,0.248710366,-0.194637239,0.594710196,0.006584715,0.006421967,0.474526856,0.008868465,1.71E-09
MERTK,0,-0.069284367,0.240873128,0,0,0.587900886,0.049647464,0.000271091,0.119090971,-0.224216088,0.043767962,0.367070595,0.808976137,0.994935562,0.017246369,0.278590218,0.740677599,1.94E-09
NRG1,0.10663301,0.187626934,0,0.197547764,0,0,0.01670749,0.107590636,-0.011168748,0.078404457,-0.016496209,-0.065026575,0.57749308,2.04E-09,0.907855103,0.40853927,0.875602666,0.488858696
RTEL1,0.01824017,0.298383873,0.200479443,0.095357121,-0.005075305,0.012684086,-0.363714552,0.146061706,0.093564479,-0.008404739,-0.181609232,-0.025867434,0.013353107,2.07E-09,0.028138143,0.868803191,0.003658477,0.479062068
LUZP2,0,-0.366781371,0.042395148,0,0,0,0.309717512,-0.25743783,0.052359404,0.175628311,-0.620403015,-0.698826336,0.203695492,2.15E-09,0.081527635,0.413438732,0.170018408,1.41E-06
NR3C1,0.129985034,0.041697754,0,0,0.250850261,-0.124149994,0.02064048,0.014434798,0.016326783,0.356949968,0.038667177,-0.246964249,0.48571402,0.425335395,0.918331321,0.004437011,0.172577064,2.53E-09
CAMSAP2,0.092273646,-0.037598559,-0.013962933,0.136908528,0.50338331,0.088874635,-0.077593309,-0.02610771,-0.048338214,-0.032809194,0.241216193,0.014741411,0.099849293,0.130140364,0.068651681,0.330530953,2.64E-09,0.413700351
KLHL13,-0.009321987,0,0.109429516,0,0.236504597,0.386814187,-0.217710145,-0.427492607,0.036430643,-0.012125132,0.030438478,0.245767983,0.112835403,3.12E-09,0.336047259,0.964323141,0.588134618,6.71E-09
DLEU1,0.094890491,-0.025853595,0.106387714,0.10096534,0.076055868,0.001134565,-0.003787285,-0.019673601,0.107589453,0.00632362,-0.009983758,0.007550268,0.943897123,0.112059826,3.94E-09,0.77222596,0.620532333,0.640186828
TGM2,0.108835773,-0.529874579,0,0.104422351,0.048052758,0,0.04924461,-0.261178367,0.194738291,-0.146808798,-0.078279498,-0.161037125,0.282669209,4.26E-09,0.24119153,0.012009779,0.395746083,0.294925905
TBC1D4,0.13045783,0.012294991,0.07063717,0.076570594,0.684927856,0.364496781,-0.090164848,0.006678085,0.055625187,-0.022371454,0.128754077,0.222714192,0.111029283,0.825125124,0.046976247,0.521461475,0.006888826,4.32E-09
AL390957.1,-0.267331972,-0.282661081,0,0.133137994,0.322232593,0,-0.085034281,-0.210083285,0.166835491,-0.03263164,0.139986187,-0.2905254,0.409682988,5.05E-09,0.061721377,0.5559964,0.015318602,0.143862749
VAV3,0,0,0,0,0,0.278428308,0.467323027,-0.006554496,0.057224826,0.192298699,-0.00673998,0.121903626,0.014533495,0.929993439,0.656134858,0.108225034,0.963455833,5.21E-09
AC018697.1,0,0.376666993,0,0,0,0,-0.171309136,0.14891401,-0.213184785,-0.353023943,-0.009562456,0.151605636,0.80229061,6.32E-09,0.591407365,0.505147394,0.981551349,0.645982581
SYNE2,0.07385039,0.074108862,0.158016761,0.111003278,-0.011631675,0.123714862,0.079732301,0.028100633,0.114776968,0.028236018,-0.095158512,0.03657401,0.040210745,0.039088837,8.44E-09,0.268142668,0.293541161,0.018054217
EPHA3,0,0,0.13402274,0,0,0.266754764,-0.266804593,-0.051966405,0.042652217,0.319729199,-0.042465128,0.313464843,0.704062844,0.798673912,0.183969295,0.228366901,0.926610446,1.01E-08
ITGB6,0.13528555,0.021624787,0,0.186206819,0,0,0.229676419,-0.015984425,0.374285844,0.066645766,0.147504986,-0.549035906,0.001974806,0.568853086,0.036477203,0.157651453,0.462167062,1.03E-08
0V3,0.170066813,-0.646807277,0.053566393,0,0,0,0.056398486,-0.28314681,-0.024188407,0.174805729,-0.093749665,-0.016248483,0.236879036,1.08E-08,0.660191901,0.223045824,0.754255051,0.845876704
ARHGAP6,0,0,-0.036183125,0,0.201941423,0,-0.200468053,0.066591964,-0.218912404,-0.068757942,-0.003883838,-0.072668289,0.459470909,0.438911139,1.11E-08,0.621613267,0.884095423,0.600748297
KRT13,0,-0.181550013,0,0.077258857,0,0,-0.247056198,-0.136319856,-0.194723115,0.045668107,-0.056939399,-0.10213845,0.719751815,1.20E-08,0.599359407,0.63710385,0.871460783,0.320758992
TOP2B,0.10453928,0.115679548,0.115910535,0.087172538,0.185115736,0.206241165,0.040674133,0.029197247,-0.005196567,0.010411938,0.009164316,0.098892285,0.412611044,0.362255155,0.833677743,0.810851507,0.75830519,1.33E-08
AGR2,0,0.156072356,0,0.119511776,0,0.288572186,0.531558563,0.026559281,-1.418062917,0.070133162,0.304448217,0.179836165,0.011034224,0.625479497,0.058426679,0.412936148,0.115284272,1.37E-08
COL4A6,0.092817062,-0.278180413,0.102506776,0,0,0,-0.121676148,-0.097756464,0.092622954,-0.521204186,0.190581846,-0.076294927,0.007082117,1.61E-08,0.003691071,0.044308458,0.128171975,0.620699893
TENM4,0,0.249687669,0.051460939,0,0,0.377999322,0.184266424,0.053994594,0.023399153,0.08258372,0.187523664,0.158198491,0.362591336,0.019088158,0.364912626,0.578426809,0.106836563,1.95E-08
SRGAP1,0.153211728,0.14595544,-0.009655631,0.090118655,0,-0.038762965,0.025099169,0.07409733,0.051101385,-0.063212656,0.089456036,-0.03188621,0.360830016,2.50E-08,0.181703081,0.130757757,0.342921217,0.101740722
RORA,0.0465487,0.01003205,0.229570323,0,0,0.012644557,-0.059899801,0.007456951,0.172356015,-0.22908788,0.016369581,-0.050990576,0.258976921,0.747306378,2.72E-08,0.11149742,0.906443162,0.166681192
NRCAM,0.101563425,0.445884131,0.137209802,0.132872271,0,0.161096856,0.045282441,0.15784653,0.069947498,0.060842161,0.175017514,0.096221491,0.180957927,0.000265724,0.305888989,0.476219905,0.018318787,2.81E-08
SCD,0.097165463,-0.181570888,0.099335513,0.125304665,0.075107177,-0.228939329,0.042144362,-0.105061076,-0.015571826,-0.019659806,-0.045963217,-0.31567277,0.268451446,0.000364504,0.521322533,0.464568008,0.171441364,2.89E-08
THBS1,0.016885607,-0.229636191,0,0.136893163,0,-0.110846979,0.099295761,-0.082468379,0.085506883,0.079931386,-0.771139653,-0.056034566,0.088317216,0.000213415,0.53869945,0.273614644,2.95E-08,0.068112824
LINC01876,-0.047314972,-0.018075712,-0.009799219,0.082560376,0.383898384,0,-0.008023378,0.007757818,-0.209318355,-0.039298457,0.104138923,-0.060814419,0.9209885,0.79139506,3.14E-08,0.252945128,0.000659202,0.582854822
ACSL5,0,0,0,0.055158239,0,0,-0.588247219,-0.519036831,-0.975772338,-0.029458557,-0.246845832,-0.065282428,0.451494602,3.24E-08,0.129152621,0.342423076,0.500788322,0.788268718
DLG1,0.122273676,0.169221074,0.099548107,0.112988913,0.223327663,0.077932412,0.087107012,0.058392611,-0.021018846,0.023807525,0.017392846,0.008748907,0.003693769,3.85E-08,0.24343703,0.271784837,0.391828003,0.576745501
SYTL5,0,0.371881993,0,0,0,0.110993,0.043883817,0.219031435,-0.26716943,-0.083980412,0.02427306,0.05659232,0.842783905,3.91E-08,0.269081525,0.553596068,0.843018765,0.089412084
HS6ST3,0,-0.337311571,0.033347147,0,0,-0.046727798,-0.200169185,-0.165418005,-0.015921726,-0.003336154,0.252654848,0.004160328,0.439780466,4.31E-08,0.519460388,0.979696031,0.004078685,0.863475813
CRYBG3,0.297184244,0.034443942,0.047768933,0.119380961,0.135682837,-0.699759961,0.109581317,-0.062225577,-0.003512196,0.015865139,0.055047511,-0.38600307,0.051653435,0.006005264,0.925121809,0.684966894,0.420058057,4.36E-08
ANKRD50,-0.048372452,-0.06982455,0.026373161,0.041111139,0.000171235,0.214540784,-0.102801076,-0.055602482,-0.050771121,-0.055070164,-0.07611263,0.119490166,0.23236929,0.124424028,0.261654963,0.301690909,0.347123279,4.47E-08
