gene_ID;log2FC_A549;log2FC_BXPC3;log2FC_HAP1;log2FC_HT29;log2FC_K562;log2FC_MCF7;beta_cell_typeA549;beta_cell_typeBXPC3;beta_cell_typeHAP1;beta_cell_typeHT29;beta_cell_typeK562;beta_cell_typeMCF7;p_cell_typeA549;p_cell_typeBXPC3;p_cell_typeHAP1;p_cell_typeHT29;p_cell_typeK562;p_cell_typeMCF7
BX890604.1;NA;NA;0,228575429;0,14919627;-0,173350531;0,032442335;0,032616115;0,237831692;0,05009396;0,011482937;-0,035178874;0,010643831;0,672405284;0,015424035;0,4033865;0,734750675;0,67015482;0,841199927
RTL10;NA;NA;NA;0,402663691;0,154006883;NA;0,26246028;0,11804715;-0,014391338;0,051116886;0,090195267;-0,019507556;0,01542723;0,305761371;0,889397405;0,025502145;0,078932937;0,806664451
ZMPSTE24;0,094455449;0,017901746;-0,38843086;-0,014853615;-0,193822848;0,126401755;0,086150001;0,058420826;-0,095925702;0,004341146;-0,076947957;0,028378827;0,070770625;0,2053087;0,015431535;0,797367725;0,099153892;0,419913826
SEC16A;-0,017586883;0,018046722;-0,067288647;0,083768281;-0,02566759;0,128935409;0,083116875;0,043563339;0,01608225;0,019047583;0,014200748;0,027392802;0,015438783;0,120647061;0,619909288;0,097914865;0,665374046;0,106534219
IGF2BP1;-0,034829425;NA;0,055708068;NA;0,051183529;NA;0,053642373;0,075988731;0,026913071;0,131795686;0,028237807;-0,083078824;0,015455097;0,652572561;0,188654996;0,043998029;0,204820987;0,480505615
GTF2I;-0,06147563;0,051732889;0,066676997;-0,049946501;-0,068160808;0,07402864;-0,00127232;0,058285414;0,036328633;-0,008642751;-0,027612206;0,012387726;0,953698556;0,015489786;0,064254875;0,330971027;0,314690042;0,369259157
PACS2;0,168101296;0,011707102;0,180475638;0,012939265;-0,000452582;-0,017226804;0,059548726;0,059236229;0,094842695;-0,000164929;-0,024917375;-0,037971576;0,151249266;0,288000767;0,015518533;0,993853192;0,719473849;0,11848415
COX15;0,06554224;NA;0,289529452;0,079826605;-0,247025635;-0,081455307;0,05146757;-0,022292476;0,117732989;-0,008698816;-0,076105736;-0,015995234;0,381674495;0,771271436;0,01553385;0,755241252;0,339733071;0,737205031
PCBP3;-0,705752754;NA;-0,185932653;NA;NA;0,096451279;-0,185414586;-0,82577173;-0,07360582;0,142694275;-0,000465397;0,013024145;0,01555362;0,087524782;0,093489396;0,047172515;0,997438967;0,559526109
PTMA;-0,173145534;-0,077304006;0,027470646;-0,086812191;-0,000172272;0,026803924;0,010497337;-0,029871541;0,005606627;-0,018202626;0,03036672;-0,017273112;0,77325942;0,230636258;0,805472401;0,015585612;0,343672536;0,252026155
IP6K2;-0,04909475;NA;-0,429832929;0,232227068;-0,369546059;0,035161878;0,021917724;-0,048313471;-0,03475675;0,048190577;-0,140634498;0,0181404;0,675596978;0,532777364;0,490217867;0,015590964;0,042084481;0,489280312
TMED5;0,027270752;0,319986348;-0,117287782;-0,10727456;-0,100315065;0,016456648;0,078495271;0,126268074;-0,006976519;-0,030601647;-0,123190001;-0,029947148;0,214442124;0,015594521;0,905723775;0,121279662;0,04800838;0,590863618
URB2;-0,295870579;NA;-0,086705995;-0,222155049;0,07615429;-0,091537785;-0,038708839;-0,020065612;-0,0331567;-0,049975872;0,033267359;-0,140954949;0,492400276;0,777250144;0,497598712;0,015595842;0,417204165;0,022220426
SNRPD1;NA;0,360162699;-0,283292586;-0,207181542;0,114124415;0,188509787;0,030827966;0,151100543;-0,013314617;-0,040576405;0,03104878;-0,001501422;0,665800916;0,0156063;0,792638191;0,097524077;0,538720159;0,972922107
POMT2;0,205976918;0,175812845;-0,245224257;-0,13078535;-0,001670086;-0,037039646;0,104694649;0,082111572;0,024990831;-0,054970498;-0,009416962;-0,016886029;0,015639472;0,198566961;0,656428374;0,110191255;0,879837347;0,707470448
HELLPAR;-0,185135589;NA;0,082137999;-0,162751311;0,177914714;-0,334219784;-0,019410361;0,186074772;-0,00041193;-0,027480909;0,059556404;-0,080961964;0,537653966;0,0156779;0,991264832;0,336862229;0,172600335;0,178346201
FECH;0,216922815;NA;NA;NA;-0,097606842;0,081999411;0,111384081;-0,098900875;0,022920818;0,087198733;-0,023154371;-0,052398047;0,058854922;0,371566559;0,772523155;0,015701685;0,581400485;0,326863495
NUFIP1;-0,476305013;0,161286552;0,009618023;-0,154857523;0,090484567;-0,088113635;-0,110390568;0,144712602;0,015755277;-0,03871149;0,084649843;-0,036604345;0,156522695;0,015741522;0,756548416;0,060591831;0,212257879;0,40674832
SPOUT1;0,470263521;0,234762935;0,28248364;0,220012981;-0,026275935;-0,09498358;0,159322768;0,040892345;0,050347814;0,021899736;-0,000948986;-0,087109504;0,01574769;0,528514722;0,402116776;0,402781469;0,985800243;0,024943183
METAP1;0,066595139;-0,037181406;0,0614399;-0,06280482;0,340773564;-0,14420462;0,048916802;-0,001078746;0,013643202;-0,01319307;0,097992986;-0,023668685;0,236363293;0,978730556;0,677199757;0,334600631;0,015760775;0,445927731
RPS6KA6;0,031637858;NA;0,155465783;0,083264745;NA;0,311420667;0,088517282;0,054061062;0,08486341;0,085327477;0,718327533;-0,01488881;0,137161798;0,886669405;0,122546696;0,01577005;0,048358145;0,776333473
GNPTG;NA;NA;-0,357865097;0,240398564;0,185683767;0,414929981;0,009090692;-0,107721936;-0,012157282;0,072448786;-0,010272118;0,074836625;0,917420896;0,317938094;0,870179322;0,015795251;0,874014151;0,158411014
SERPINE1;0,119489977;-0,091804877;NA;NA;NA;NA;0,061030293;-0,095760209;0,079408209;0,015551199;0,180657745;-0,021193901;0,023536085;0,015803344;0,512090238;0,701151051;0,148726519;0,823855564
FTL;0,054097742;0,016566059;NA;0,181959792;0,118919827;NA;-0,004168088;0,018394753;0,213723771;0,050455052;0,103880188;0,051877308;0,93272047;0,741529528;0,087801038;0,015827764;0,145265988;0,637227594
MRPS21;NA;NA;0,068509565;-0,132679798;0,236183481;-0,142854824;0,027021897;0,060016811;0,093977119;-0,04877739;0,120582526;-0,01046404;0,718410405;0,574299581;0,092883742;0,117312868;0,015834409;0,783982805
UBE3A;0,104174148;0,128069696;0,07874676;0,06693322;0,035748648;0,085151331;0,050946675;0,058699111;0,017472337;0,009574188;-0,003139875;0,023942404;0,090670539;0,015836789;0,417163141;0,289722297;0,904018536;0,178935201
C12orf65;-0,40120639;NA;0,01502503;-0,313399512;0,060772767;0,134832166;-0,111515257;0,039029705;0,002325847;-0,084135859;0,084377854;0,000906636;0,166202165;0,645525879;0,972257658;0,015840289;0,212955339;0,98805629
AP002495.2;-0,005063717;0,014102006;-0,011798842;0,167106565;-0,029784691;-0,046588833;0,061313469;0,056123923;0,014258538;0,038475648;0,008972005;-0,032007443;0,099302286;0,165334833;0,679704272;0,015847573;0,822690384;0,132961055
ZNF106;0,248683972;0,137362017;0,103789563;-0,084104892;0,078002072;0,016385757;0,102592268;0,056960394;0,017303929;-0,026282626;0,030957865;0,016392455;0,015913898;0,057193943;0,561679259;0,01883312;0,30143325;0,476101052
TUBGCP3;0,088278946;0,019857178;-0,213474018;0,047180616;0,223723239;-0,092798007;0,033895955;0,031361767;-0,036835014;0,001207268;0,054018941;-0,058254924;0,369947292;0,272898908;0,189865623;0,908507494;0,135361872;0,015918791
RAB10;-0,157030829;-0,093922945;-0,160884534;-0,074768731;-0,016924552;0,007740228;-0,033308852;-0,039440544;-0,059735848;-0,016716439;-0,008652897;-0,007452867;0,072281382;0,094164712;0,015924214;0,060341244;0,714469946;0,605082084
TOLLIP;NA;NA;NA;0,217803884;NA;0,227401831;0,097817481;-0,032709274;0,06025888;0,050502355;0,09998032;0,130311116;0,187860962;0,70648061;0,540499576;0,054027122;0,248416471;0,015950507
DNAJC2;0,105725201;0,127586267;-0,38506698;-0,119077538;-0,042862771;-0,136014015;0,056487839;0,063692864;-0,072153708;-0,027294136;-0,014206074;-0,032349239;0,105445999;0,02916679;0,029807102;0,015991243;0,58745796;0,097821994
MIER2;NA;NA;0,109384991;0,091628116;0,154719985;-0,130216635;0,171853161;-0,006250954;0,103151362;-0,025385146;0,04083952;-0,044860893;0,017783748;0,941926528;0,016016238;0,397129019;0,57234815;0,474759025
AC108010.1;-0,012104081;-0,208746924;-0,179872894;0,000945166;-0,056141894;-0,079279743;-0,017155625;-0,080033454;-0,030783097;-0,012242361;-0,010890208;-0,02558279;0,63928095;0,016024013;0,388604219;0,393082933;0,750583671;0,289566888
CDKN1B;NA;NA;0,507788094;-0,084334102;NA;0,086157248;0,063322529;-0,078616469;0,167566466;-0,011006386;-0,085501155;-0,021092746;0,51465006;0,369397154;0,016041357;0,683339066;0,491474622;0,530058087
USP49;0,3829637;0,0321194;0,15067395;0,266153906;-0,03191654;-0,071993475;0,126075256;0,078406975;0,009522146;0,032853511;-0,028291231;-0,094202747;0,016077317;0,183878898;0,832850245;0,185034749;0,533496923;0,061486418
MTA2;-0,118245532;0,033291471;-0,181057634;0,082371919;-0,001735493;0,254950773;0,051974123;0,047146965;0,001986886;-0,009766018;-0,003835462;0,066231107;0,29285624;0,166802443;0,963045935;0,528835817;0,924441296;0,016083448
DDX11-AS1;NA;NA;0,354310691;0,230255249;NA;0,199836143;0,148744344;0,184684489;0,127371762;0,054889141;-0,053017379;0,040157209;0,122555536;0,02919875;0,016095528;0,102472113;0,77363409;0,412302738
TIPRL;NA;NA;0,573933989;-0,08263958;-0,09288029;0,174828383;-0,105101239;0,191256991;0,055878733;-0,025812058;-0,008029648;0,027648003;0,201635453;0,016148138;0,468703295;0,47244387;0,922014223;0,588944097
ZNF407;-0,142637171;0,031658802;-0,312812747;0,008458624;-0,02849291;-0,050951776;-0,000169434;0,027467625;-0,062223404;0,004234195;-0,027625917;-0,023691286;0,994275593;0,253617288;0,016152074;0,666347755;0,305622502;0,190346676
UVSSA;-0,167334824;0,319831099;0,167585426;0,006369142;-0,221825067;-0,040437714;-0,087789622;0,146146711;0,052475716;-0,003318353;-0,016924231;0,025856625;0,188273536;0,016155066;0,304847223;0,862516629;0,807392266;0,538781522
LIX1-AS1;-0,420443726;-0,102915602;0,320933798;0,271648417;0,0656394;-0,024665453;-0,144064248;-0,010130998;0,078678902;0,078413227;0,004204896;0,04358521;0,042392337;0,877074582;0,166530546;0,016247294;0,915618959;0,331590245
NUDT21;0,530263821;-0,105116836;-0,130046836;0,015096125;-0,149866304;0,136410621;0,152231807;0,049019966;0,038022303;-0,007844761;-0,018101612;-0,001654076;0,016251508;0,294966374;0,337799738;0,628089719;0,732297088;0,956116925
RPRD1B;-0,081255926;-0,156143858;-0,18503856;-0,032525975;-0,005983995;-0,040452886;0,008323721;-0,049104303;-0,054509047;-0,002121632;-0,01102295;-0,015025569;0,786674491;0,016252301;0,095622159;0,78631589;0,71500896;0,413528298
SMAD7;0,098111006;NA;NA;0,075436096;NA;NA;0,085917591;-0,26147353;0,137692623;0,000902634;-0,164203787;-0,068789143;0,052323584;0,01625527;0,173863259;0,965534625;0,199935262;0,321239871
OSGEP;0,109957113;NA;0,093879096;0,418863879;0,366193245;-0,034435924;0,066677124;0,052284299;0,063506447;0,058073537;0,134098117;-0,02607406;0,319505369;0,450667634;0,283375536;0,048146945;0,016294498;0,533854654
CYFIP1;0,015002885;0,124696706;-0,090651745;0,135131106;0,024851639;0,175728692;0,018867971;0,055839775;-0,011954157;0,025902646;-0,031244963;0,010722587;0,481250943;0,060757247;0,695363484;0,016331529;0,472304094;0,678768207
HSF2;NA;NA;0,250031032;0,095149273;-0,041371075;-0,059398754;0,070557439;0,19204118;0,035814145;0,008249299;-0,103802144;-0,020056081;0,322580476;0,016334922;0,488413986;0,775319137;0,140084441;0,640241111
AC009022.1;NA;NA;NA;-0,046201028;NA;0,22865404;0,258466704;-0,014018782;-0,052638299;-0,019301167;-0,141987888;0,07033517;0,016341083;0,884380025;0,546862237;0,559505368;0,325589966;0,040470293
NPIPB5;NA;NA;0,194217273;-0,265948557;0,075524856;0,29166942;-0,172433516;0,00384775;0,007213995;-0,080563959;0,114847436;0,092098173;0,320154926;0,961728735;0,92306093;0,016352624;0,145990299;0,067985682
SYNRG;0,019449497;-0,091462819;-0,093197051;0,123841052;0,153239149;0,035198458;0,050348594;-0,009072514;0,000496406;0,030234918;0,06834051;0,038447405;0,10586518;0,821846936;0,989639756;0,016359258;0,062737223;0,190064444
NDC80;-0,143144169;0,201016962;0,005187275;-0,102559994;0,153384311;-0,044201619;-0,045660826;0,074784525;0,058898302;-0,006388109;0,038442842;-0,067753421;0,398009178;0,18023122;0,016383114;0,692887282;0,382999447;0,031563633
ARCN1;0,071900904;-0,002721368;0,131928263;0,109528385;0,08865284;0,114700302;0,083961002;0,017850768;0,032482471;0,030914902;0,039713623;0,030501549;0,108637375;0,592734039;0,356645645;0,016391069;0,410606455;0,149667832
LINC01033;NA;NA;NA;NA;0,022555625;NA;0,285276557;0,375245092;-0,034629068;0,065516346;-0,013724014;-0,337417151;0,109397079;0,01642318;0,831048507;0,357610965;0,463245408;0,041947755
AL359915.2;-0,165051716;0,069610822;-0,208665232;0,128056925;-0,083921435;0,106304793;0,025883638;0,052661772;-0,06557422;0,022957154;-0,046163209;-0,001689881;0,475060777;0,032548348;0,016444437;0,062948255;0,208274484;0,94774719
SPOP;-0,042450377;-0,104255363;0,250897447;0,138420421;-0,075084991;0,025648333;-0,049044381;-0,025425201;0,066188933;0,037213849;-0,081657885;0,017602028;0,208355307;0,612375548;0,118838344;0,016444565;0,072543025;0,350577869
UBXN7;0,32161293;-0,296728166;-0,108833479;0,138063711;-0,181335698;0,125181851;0,120433004;-0,100764636;-0,036114216;0,020848667;-0,04062747;0,006395499;0,016455927;0,018109966;0,286247612;0,194525715;0,378072065;0,791380731
INTS12;NA;NA;-0,165038145;-0,079446149;-0,163312703;0,075792894;0,006443566;-0,020694252;-0,06170352;-0,062138096;-0,04998474;0,016202338;0,936490411;0,795696515;0,313615738;0,016468622;0,53313126;0,651131123
ADCY1;NA;NA;NA;NA;NA;0,303314413;-0,056731392;-0,080570909;-0,082637271;-0,098154053;0,160126471;0,037974869;0,57536391;0,638708751;0,655636008;0,278778562;0,388729892;0,016470183
AC068587.4;NA;NA;-0,37529463;NA;NA;0,191368103;0,023432712;0,078459766;-0,078367847;0,104121401;0,104516052;0,03831017;0,884008934;0,230791509;0,016470505;0,15833054;0,47498652;0,240096123
SRM;NA;NA;-0,251823787;-0,099759034;0,107714496;NA;0,160233166;0,16635029;-0,074401937;-0,046562873;-0,044495746;0,15941705;0,041913466;0,123871792;0,236730705;0,121236773;0,503175767;0,016477405
TP53;-0,005870905;NA;-0,031748531;0,186625362;0,020562848;-0,041081785;0,028244026;0,015854749;0,017341785;0,047052632;-0,048295228;-0,025092899;0,639357343;0,828479608;0,702768303;0,016482207;0,572479347;0,376668412
ACOT7;-0,177746851;-0,347477409;0,091049192;-0,303829989;-0,484727691;0,012312703;-0,067792249;-0,10114739;0,012950455;-0,062028008;-0,117216727;-0,048721599;0,253698535;0,0431157;0,759116599;0,016502163;0,069578335;0,289140538
ZNF714;0,060397469;0,213610266;NA;0,345138273;0,215081824;0,098720901;0,03204623;0,080849735;-0,879605023;0,065164786;0,091112069;0,03360341;0,610225178;0,154816702;0,53021906;0,016503896;0,141791874;0,337415885
SSB;-0,013508807;0,295452005;0,053816062;-0,094201678;-0,06090699;0,059185308;-0,005610126;0,127810076;0,022886878;-0,022059864;-0,04082354;0,049330642;0,932988835;0,016574804;0,540370266;0,187886368;0,220591774;0,133509627
EIF3I;NA;-0,028240048;0,004763414;-0,139659146;0,286496665;-0,09587087;0,110712551;0,021434967;-0,059996236;-0,020565076;0,122542787;-0,0190607;0,157691274;0,718164895;0,434325515;0,350467339;0,016588046;0,746669064
METTL6;0,309170373;NA;0,438727173;NA;0,105503186;0,041533949;0,105663134;0,167173998;0,115004704;0,058397855;0,02697596;0,004321003;0,016619509;0,107302479;0,071948385;0,188146094;0,756014858;0,920854948
CDC25B;-0,357287335;-0,322723078;NA;-0,184521597;NA;-0,142419711;-0,101556833;-0,116144908;-0,171575291;-0,023574597;0,118820827;-0,050284195;0,025761501;0,016630165;0,132629336;0,294170646;0,223182807;0,176419472
MEF2D;-0,183589906;NA;NA;0,171613119;0,046330657;0,268269265;0,030594972;-0,00955129;-0,026135643;0,061410339;0,067592714;0,121995886;0,584014591;0,890438848;0,791384782;0,033284378;0,379397032;0,016630802
BLZF1;-0,00967372;-0,367655234;-0,185152413;-0,125624021;-0,005564563;0,13111593;-0,050675884;-0,130709981;-0,084423288;-0,031179883;0,007918729;0,030732581;0,315276892;0,016636175;0,225075696;0,156581772;0,898665666;0,344434779
VPS52;0,305346884;NA;0,440285569;0,038412119;0,117285987;-0,076750133;0,162295538;0,127464412;0,088424988;-0,001076366;0,027826563;-0,031645204;0,016644149;0,041344095;0,104523891;0,964850666;0,567225509;0,37124905
PDIA5;0,058941908;-0,134582787;-0,068052405;-0,066041375;-0,244155558;0,140948619;0,068403162;-0,076667466;-0,054369857;-0,008882869;-0,102922175;0,024061832;0,023731;0,079790311;0,079805127;0,482214462;0,016645378;0,355134505
STAT5B;0,121131854;0,293617179;-0,213528903;0,135290398;0,129459185;0,112221992;0,055773027;0,01775333;0,001989942;0,045420106;0,060268613;0,032134596;0,105899608;0,769063055;0,962978605;0,104092913;0,016647981;0,354680357
GPSM2;0,229421041;0,139296834;0,09486788;-0,077300425;0,123849262;-0,022814247;0,122327633;0,094572908;0,081716187;0,02163982;0,086807585;-0,040998509;0,031871301;0,016652893;0,152399159;0,24088382;0,187062459;0,119448033
C9orf78;NA;0,130873019;0,085361842;0,096213244;0,101569226;0,256680202;0,065395391;0,074134031;0,087886882;-0,002912691;0,097413887;0,067867606;0,507138071;0,214714233;0,16162879;0,921861352;0,016682651;0,086591705
FAM174B;NA;NA;0,150924605;0,211707326;0,138364872;-0,028161135;0,006893097;0,091683182;0,106595992;0,047303087;0,001049624;0,00763956;0,925064848;0,149329666;0,06021332;0,016708237;0,989499833;0,771192974
TBC1D14;-0,324804081;-0,248791489;-0,070500754;-0,004276075;0,063433368;0,261535019;-0,096905954;-0,044887022;-0,010015154;-0,008282444;-0,001786869;0,061293581;0,016717073;0,227544761;0,705233633;0,491290995;0,950886177;0,098022552
EYA3;-0,0703118;0,111044974;0,079535574;-0,023186864;0,013314343;-0,009728222;-0,014776515;0,070711224;-0,016151179;-0,024556047;-0,021824852;-0,037227477;0,729356706;0,016728863;0,632418618;0,115055106;0,481739939;0,193940766
RPS3A;-0,125729446;0,43301281;-0,18441396;-0,023406327;-0,051715258;-0,139395254;-0,042151891;0,149310924;-0,043933242;0,003856421;-0,007493361;0,007748289;0,439863066;0,01672887;0,317457707;0,810249499;0,89278892;0,847689218
COMMD1;-0,047871382;-0,097120847;0,064837303;0,383783936;-0,093951048;-0,064643478;0,014613426;0,037945575;0,030751309;0,054331901;-0,057858826;-0,007902981;0,693999632;0,356466096;0,367005333;0,016771422;0,14018646;0,734913669
ATMIN;NA;0,089451227;0,08230429;0,200939862;-0,366506481;-0,202775617;-0,002764086;0,092848839;0,079348478;0,060478376;-0,087651965;-0,075268516;0,977025383;0,094252045;0,183843323;0,022744775;0,284080859;0,016773148
FBH1;0,274359293;0,265745719;-0,207701733;0,135966449;-0,089417282;0,001108776;0,063150536;0,093292134;-0,063978641;0,031934823;-0,02380567;0,020878739;0,054208642;0,016776738;0,084591151;0,017797931;0,518887711;0,353125803
EHMT1;0,034965755;-0,118297318;0,08961142;-0,029411733;0,021826052;-0,037216031;0,022771965;-0,041009899;0,042056711;0,000672827;0,000270532;-0,017884203;0,218905259;0,044546259;0,01680127;0,927123482;0,989190624;0,078964381
MST1R;NA;0,150437119;NA;-0,14001629;NA;NA;-0,004711225;0,061827025;0,320327237;-0,053029487;-0,185983322;0,130520939;0,976071007;0,303128062;0,050215501;0,01681389;0,288710875;0,05819262
AP1M1;0,365817592;NA;0,237243549;0,421145704;0,346594668;-0,037039646;0,14563693;-0,036036325;0,022770704;0,044189607;0,100525755;-0,075986315;0,016827406;0,691635756;0,750720705;0,224084888;0,154901536;0,114288764
PI4KB;0,113940138;0,153440687;0,027961149;-0,058200487;0,060515676;-0,143086795;0,072128091;0,075244346;-0,003076994;-0,018415255;0,034135017;-0,053520287;0,162650203;0,19877376;0,95632735;0,426136838;0,499928528;0,01685571
NFATC3;0,060674937;0,264587834;-0,024245101;0,126107692;0,10722446;-0,11337572;-0,039649798;0,093003972;-0,001018347;0,029696288;0,040064196;-0,040156019;0,311882182;0,01688993;0,969344492;0,022273862;0,083580633;0,047468224
MNS1;NA;0,138157934;NA;0,101658594;NA;NA;0,213124284;0,026787386;-0,010001932;0,025841582;-0,286880862;-0,010719478;0,023158506;0,64609855;0,933958308;0,264099876;0,016909397;0,882238503
ZPR1;NA;NA;-0,091133384;-0,233259236;-0,141915456;0,173093554;0,078573628;-0,071594419;0,00168781;-0,066645902;0,00440646;0,039592073;0,346450354;0,35697088;0,980145483;0,016922176;0,943067394;0,490466267
SLC4A2;0,113581454;0,012982508;-0,383949498;-0,166124581;0,021446931;0,183871267;0,080047041;0,055154656;-0,119308973;-0,028153813;0,021988773;0,019219211;0,052401263;0,322239284;0,016929141;0,044758766;0,529595701;0,590189004
TPM2;0,172188976;NA;NA;0,279346028;NA;-0,1789459;0,09585471;0,08294942;-0,121048569;0,065610523;-0,189764129;-0,012457676;0,016932149;0,361226687;0,183885941;0,028334649;0,190497649;0,812735937
DYNC1LI2;0,075742362;-0,06464139;0,099462432;0,018780361;0,020168633;-0,047978415;0,051389347;-0,02274488;0,062604311;0,015188671;0,041644529;-0,050044345;0,15677116;0,350405774;0,038882896;0,215800027;0,194221743;0,016975302
PPP3CC;-0,10588917;0,061269163;-0,194307408;0,217587541;-0,06663389;-0,106337398;-0,023085073;0,003575605;-0,096136449;0,035561123;-0,004543836;-0,012246796;0,598208103;0,915785509;0,01698407;0,248389438;0,904362364;0,753348448
SART1;-0,276749822;-0,029512403;-0,349601381;-0,01552797;0,08072474;-0,009033905;-0,015092098;-0,012110737;-0,134087825;0,000315461;-0,027338515;-0,054488903;0,768820494;0,776564277;0,016986662;0,986815239;0,575242515;0,038165601
ZNF600;NA;0,111126712;NA;0,177804715;-0,211583427;0,041529316;-494,4017016;0,01675548;-949,6203256;0,060222239;-0,16873512;0,050842941;0,996792014;0,790448798;0,995878429;0,026793605;0,016987629;0,273313162
CPEB4;-0,163574561;-0,281236779;NA;0,13009764;0,024844319;0,148135546;-0,036113694;-0,086916325;-0,020626418;0,049507096;0,034841682;0,070185451;0,330617133;0,071788708;0,805860282;0,058006485;0,252468937;0,016991752
TYW5;-0,137162028;NA;0,244836336;-0,101495844;0,445761888;0,084292571;0,049700172;0,050980596;0,040793015;-0,018952212;0,152756081;0,030954551;0,413394677;0,474363088;0,470924211;0,469033087;0,017006826;0,354871359
ARMC10;0,009886009;0,42822536;-0,007679642;0,206424715;0,201131724;0,126401089;0,009544403;0,137674521;0,038098555;0,02895099;0,032726218;-0,006226372;0,876416745;0,017014963;0,548461627;0,173247267;0,487644214;0,866600331
NFIA;-0,171580965;0,176000546;0,033392045;-0,053796642;0,047656435;-0,150064585;-0,006122559;0,05177354;0,051523151;-0,015085746;0,021675247;-0,062401022;0,800372585;0,042793613;0,017042462;0,055073537;0,336556707;0,152749404
NPNT;NA;NA;-0,625436008;0,20630011;NA;0,122016415;-1,063596848;-0,348464569;-0,254515581;0,014433712;-0,049226115;0,021659482;0,084855355;0,190865921;0,017058847;0,441152874;0,87515797;0,264996512
ZMIZ2;-0,131369214;-0,058352051;-0,282356757;0,068117627;0,069666212;-0,014599644;-0,105693556;0,03648474;-0,028564509;0,0284002;0,022688895;-0,01240899;0,01708094;0,434846202;0,599111524;0,084378236;0,674374062;0,67442842
TTK;-0,192844063;0,084066749;0,072019328;0,120056911;-0,142367419;-0,092953673;0,066601842;0,061312502;0,079324982;0,046856811;-0,070505381;-0,05882886;0,227811656;0,247862233;0,066787909;0,017095467;0,211826266;0,054871835
INTS14;0,061720165;0,211330901;0,001360051;0,160733691;0,00126459;0,013274674;0,02361817;0,051002597;-0,015131478;0,050532459;0,013235304;-0,035843713;0,642179747;0,379621788;0,718763295;0,017108084;0,801529672;0,289128133
SDHAP2;0,219590654;-0,147921056;-0,305084801;0,032373823;0,069011951;-0,041518359;0,112255402;-0,082735158;-0,07304776;0,019172288;0,047620761;-0,041137072;0,017112245;0,222655022;0,177949526;0,531728659;0,355543608;0,19656231
MRTO4;NA;0,292829408;0,012046211;-0,024668956;-0,172445679;0,024725647;0,076315326;0,106524128;-0,047652727;-0,053271154;-0,07261708;-0,046967476;0,337542061;0,083221105;0,408225188;0,017115179;0,21669907;0,437956776
DCAF5;-0,088895955;-0,135567001;0,161225241;0,08899656;-0,086000047;-0,070105451;0,023525679;-0,000288693;0,05162952;0,040643494;-0,092088649;-0,025110383;0,470360523;0,993177801;0,138494469;0,032133483;0,017161897;0,262301007
H3F3B;-0,210258541;-0,190172455;-0,149899341;-0,127258266;-0,202209307;0,056231889;0,055912169;-0,048994477;-0,06720128;-0,04085816;-0,049830872;0,002295985;0,258400953;0,262724151;0,202321359;0,017167676;0,340192917;0,899399034
PPP2R2C;0,228910318;NA;0,333722455;NA;NA;-0,0782394;0,084363733;0,134798356;0,097379076;0,099946924;0,023028905;-0,032997345;0,017173108;0,552834394;0,074047279;0,394351343;0,957766603;0,202892081
MCMBP;-0,010343253;0,240645327;-0,071684359;-0,16381499;-0,035249982;-0,00682355;0,064299046;0,084557294;-0,005262127;-0,02488081;-0,018001944;0,009404192;0,101582681;0,017182039;0,879137547;0,095910968;0,733103179;0,761343711
USP38;NA;NA;0,048642168;-0,247253231;0,136778384;-0,157448541;-0,08606236;-0,044307245;-0,016057641;-0,059161596;0,04369324;-0,090518022;0,319564599;0,53844594;0,784970082;0,017206419;0,532285366;0,050664583
TRIM66;-0,290971216;-0,042787785;0,106151743;0,1797163;0,003949385;0,02996558;-0,056498159;0,020069721;0,017781431;0,03256446;-0,094712927;0,000529301;0,088176677;0,672434284;0,690876565;0,021776432;0,017277931;0,981085906
MAML1;0,119996268;0,093130108;-0,005771669;0,2349546;0,062079558;-0,08186463;0,094967776;0,120851346;-0,011329727;0,04753367;-0,007720585;-0,010999558;0,066864212;0,029384063;0,78669045;0,017284298;0,875905951;0,653254225
ANKMY1;0,18166471;0,021148689;0,204599914;-0,03290078;0,215449935;-0,028372738;0,069428518;0,062131335;0,059496307;-0,005104418;0,085223456;0,006514483;0,040220361;0,16358612;0,085030723;0,708248266;0,017292188;0,796633483
CLCC1;0,077855206;-0,038497794;0,034558321;-0,10406103;0,110979222;-0,095114143;0,044620466;0,036369861;-0,015087948;-0,039960319;0,000301232;-0,046353766;0,284867188;0,407556968;0,666779712;0,017292922;0,991488644;0,027286088
CBWD1;NA;NA;0,218177596;0,045619281;0,078813942;0,009736471;0,178768114;0,100746111;0,101948028;0,049053854;0,064938062;-0,009515237;0,01729627;0,54342755;0,089436448;0,12673456;0,306298875;0,761661179
BCL2L13;-0,132381006;-0,007746618;0,194302301;-0,085257237;-0,032727703;-0,040242825;-0,03607449;-0,018201291;0,022363716;0,001246866;-0,094544594;-0,023704957;0,418386302;0,714131402;0,610408512;0,950575393;0,01729946;0,464308655
PPP2R1A;-0,079462258;0,149597193;-0,075707786;0,157616686;-0,048682615;0,062852341;-0,030783166;0,085173739;-0,003776913;0,014301539;-0,036244686;0,016282813;0,491708958;0,017320448;0,931983339;0,441108409;0,519851262;0,535695988
SEC24C;0,294863464;0,045847245;-0,349494138;-0,046039258;-0,110597565;0,021695774;0,098463967;0,103193083;-0,065649666;0,004089071;-0,01194565;0,015744532;0,017382384;0,037413129;0,196564582;0,833275402;0,808307676;0,605453915
