gene_ID;log2FC_A549;log2FC_BXPC3;log2FC_HAP1;log2FC_HT29;log2FC_K562;log2FC_MCF7;beta_cell_typeA549;beta_cell_typeBXPC3;beta_cell_typeHAP1;beta_cell_typeHT29;beta_cell_typeK562;beta_cell_typeMCF7;p_cell_typeA549;p_cell_typeBXPC3;p_cell_typeHAP1;p_cell_typeHT29;p_cell_typeK562;p_cell_typeMCF7
CNN3;-0,182501714;0,392759267;-0,355217931;NA;NA;NA;-0,04513871;0,201704114;-0,054034413;-0,139065572;-310,6708189;-0,166801878;0,350264847;9,21E-06;0,293783706;0,022035758;0,995162;0,553778927
UBE2Q2P2;0,174764286;0,154861219;0,110183426;0,143328585;0,228433686;0,074823177;0,109777216;0,114815258;0,039352075;0,065895488;0,072595918;0,01181317;0,001259922;0,023092964;0,105972282;9,22E-06;0,020712295;0,483085653
ANK1;NA;0,315567798;NA;NA;0,207540773;NA;0,313600836;0,142883328;-0,459178823;0,082405585;0,067782621;-0,020932784;9,23E-06;1,45E-05;0,198912447;0,39518592;0,000117141;0,764084436
NOCT;-0,510498941;-0,897809662;-0,40811679;-0,239120025;0,079248368;-0,242657304;-0,244353968;-0,277241621;-0,124489467;-0,079217543;0,017377049;-0,103755039;9,25E-06;0,000127111;0,046853141;0,005657782;0,806503858;0,055114356
RILPL1;-0,190437798;0,270088148;-0,094446573;NA;0,278367307;0,287166845;0,008323546;0,131809312;-0,015525653;0,175200733;0,104643791;0,057043122;0,794756976;0,005509062;0,704387021;9,35E-06;0,033098884;0,119174166
FAM172A;0,174801095;0,159459363;0,051395128;0,158914402;0,061398432;0,054600015;0,106011467;0,085036264;0,057255024;0,042031122;-0,005369275;0,038098234;9,37E-06;0,010631565;0,03704088;0,000267464;0,875478791;0,028475732
MAPK8IP3;0,517128617;-0,15974747;-0,017734715;0,039192902;0,10431481;0,027786245;0,175703209;-0,001886459;0,005141121;0,019207902;0,040970632;-0,008726584;9,39E-06;0,966109479;0,89060624;0,269685845;0,351561465;0,719112275
SCO1;-0,483485569;NA;0,141750709;-0,362889674;0,003650007;-0,206314155;-0,093747603;-0,258235064;0,028701425;-0,12361055;0,022168913;-0,049568723;0,042332196;0,005376616;0,512174524;9,42E-06;0,716319041;0,253176515
RGS17;0,181065616;-0,50714961;-0,14908691;0,297748479;NA;0,016291572;0,052191663;-0,206753237;0,017491834;0,079490631;0,277711893;0,006305645;0,180597346;0,000645223;0,745473845;9,45E-06;0,302382272;0,802960658
PAPSS2;0,073698063;NA;-0,011310547;0,442577065;NA;-0,488473721;0,079258427;-0,328291272;0,058721004;0,088075937;0,082919448;-0,115426906;0,059107575;0,034999672;0,315651352;9,45E-06;0,756564318;6,27E-05
GRTP1;NA;0,260701525;-0,271443153;0,325765742;NA;0,058992542;0,085023679;0,064349949;0,033268339;0,084894891;0,146832645;0,00079235;0,621000236;0,265767256;0,550855698;9,45E-06;0,115613885;0,983960484
CTSH;NA;0,566453504;NA;0,395837642;0,045451413;0,171689339;0,177712256;0,233274468;0,116693425;0,083278322;0,017264968;0,062741579;0,194052049;9,46E-06;0,279640151;3,79E-05;0,798939332;0,064312751
TPTEP2-CSNK1E;-0,07126758;0,133964525;0,307450825;0,331322478;0,063221627;0,339909208;0,095236718;0,085983873;0,107876993;0,104996789;0,03848025;0,080041544;0,092864818;0,107706139;0,000598021;9,47E-06;0,357125766;0,039236402
RABGEF1;0,132641408;0,126722996;0,080528398;0,171880537;0,005803749;0,137160055;0,066933266;0,050127437;0,029916088;0,047569121;0,022652889;0,033701426;0,036207932;0,077572372;0,377235445;9,50E-06;0,491047585;0,043998982
INPP4A;-0,231264298;0,19988101;-0,481228905;-0,259766881;0,151233851;-0,091472125;2,23E-05;0,035062953;-0,10571056;-0,07128134;0,047860057;-0,010844777;0,999528113;0,416963178;0,000126037;9,50E-06;0,172156577;0,596345808
PLCL2;0,752716469;0,43979976;0,152417207;0,32769749;NA;NA;0,215919962;0,177933244;0,066746812;0,099686496;-0,073317756;0,050050203;9,53E-06;0,00193314;1,04E-05;1,68E-05;0,671208956;0,683202626
EPHB2;0,338633204;-0,091686509;0,795524873;NA;NA;0,191327817;0,112715599;-0,01778713;0,226000145;0,062139139;-0,119807642;-0,020458134;0,000279514;0,69236789;9,57E-06;0,219446197;0,696911795;0,597613378
TBC1D30;NA;-0,362264908;-0,037411575;-0,280880549;NA;0,096846701;-0,299141978;-0,181514594;-0,145595332;-0,062312087;-0,179760397;0,034732505;0,248884737;0,0038577;0,043782995;9,61E-06;0,482952311;0,171539904
EIF4G3;0,180670536;0,100416294;0,076062451;0,107205338;-0,034754124;0,021307277;0,073511018;0,0426811;0,049022334;0,028984062;-0,039822645;0,005378312;0,000123586;0,004118772;0,001210181;9,70E-06;0,101077017;0,652661677
AC108062.1;0,599010434;0,567187863;0,029816191;0,204126847;0,39671723;0,106582426;0,168527792;0,197274686;0,050301738;0,045363831;0,11851376;0,091369884;9,76E-06;0,000862554;0,41419055;0,170093246;0,104542355;0,011476489
MIR99AHG;-0,568562044;NA;-0,031756924;NA;NA;0,368397042;-0,143522407;-0,31153146;0,046892679;-0,083482209;-1,404251149;0,146786376;0,015289395;0,13567695;0,09656533;0,370973258;9,85E-06;2,63E-05
SPAG1;0,018457185;0,120111276;0,551905547;0,439066964;NA;-0,109484518;0,006970975;0,064697086;0,138644302;0,104045585;0,212861915;-0,028692252;0,858172294;0,148276584;0,02506106;9,87E-06;0,24023145;0,302905637
ZMYND11;0,037645766;0,117310057;0,079962779;0,05136413;0,029940714;0,129023462;0,10174055;0,066482747;0,043836976;0,034015791;0,03731828;0,055190147;0,001111457;0,079350209;0,184374548;0,020295583;0,521444282;9,88E-06
H2AFY;0,216134373;0,029201931;-0,130094217;0,068715828;0,115256512;0,026102382;0,109930487;0,023622446;-0,014603359;0,020408161;0,061100212;-0,009529255;1,00E-05;0,34899025;0,607275831;0,028761838;0,021621644;0,557239637
CBL;-0,076467315;0,125594279;-0,205832202;0,172425725;-0,063197967;0,10523716;0,028995606;0,058768114;-0,003203235;0,054844004;0,010235852;0,041602334;0,485094022;0,078127654;0,930960087;1,01E-05;0,764958937;0,065518105
RAB20;NA;NA;NA;-0,361391833;NA;-0,051208769;-0,094383994;-0,036987093;-0,177273815;-0,078680445;0,11218149;0,023938042;0,59374358;0,7294765;0,330745962;1,01E-05;0,48339842;0,648019911
PPRC1;0,283953959;0,274554903;-0,036612169;-0,219384597;-0,171628558;-0,09701066;0,181186963;0,128249351;-0,018728568;-0,03638278;-0,016317612;-0,004693621;1,02E-05;0,017320955;0,631339498;0,036181536;0,764198916;0,906030272
NCOA2;-0,169921188;-0,224381599;-0,137029515;0,152166865;0,07489471;-0,049999433;-0,065411757;-0,098160227;-0,043499599;0,034558108;0,020152678;-0,014985119;0,004695685;1,02E-05;0,02682162;6,10E-05;0,364087923;0,160846021
PSMB3;-0,733793164;NA;-0,499051137;-0,433034224;-0,311473873;NA;-0,147298264;-0,22530999;-0,071111851;-0,111300493;-0,093798684;-0,080913391;0,071631991;0,044706114;0,384604443;1,02E-05;0,287951057;0,327376272
MAT2A;0,128774332;0,327229975;-0,048321641;-0,093215765;0,081324618;-0,096380558;0,099111263;0,145785124;-0,000794123;-0,012936259;0,015983906;-0,053668593;1,02E-05;0,000104623;0,976998018;0,275589556;0,495071348;0,045348776
JADE3;0,228831429;0,198816552;-0,028270244;0,305384362;0,133957877;-0,10124468;0,073815598;0,081303185;0,004150963;0,070583711;0,045132631;-0,050208349;0,086096732;0,158086371;0,911455017;1,03E-05;0,459461813;0,064592144
CUX1;-0,067872277;-0,112013887;-0,097045234;0,139488683;0,046016242;-0,018012254;-0,006015306;-0,015566668;0,001128606;0,033802619;-0,000272387;-0,017035173;0,718011126;0,49819854;0,944297036;1,03E-05;0,986914186;0,039135481
CYP2S1;NA;0,128714308;NA;NA;NA;NA;0,402970486;0,071597199;0,209801523;0,237044826;-296,5497473;0,167071373;0,004095148;0,044956837;0,065065851;1,04E-05;0,995378624;0,453167506
PAX8-AS1;NA;-0,24934664;-0,040097238;0,258652323;0,099266158;-0,024388334;-0,147884955;-0,086743717;0,04597084;0,065506903;-0,038192996;-0,022649397;0,327259844;0,135174141;0,228884153;1,04E-05;0,523268462;0,585645881
SLC25A32;0,088051948;0,264370494;-0,113167333;-0,373813501;0,15922005;0,173164547;0,077633506;0,1055815;-0,054971751;-0,095515434;0,039367603;0,055177998;0,150115106;0,045976387;0,347932403;1,04E-05;0,533534916;0,164708652
LATS2;0,055954265;-0,442694137;0,139772922;0,188503688;NA;-0,029350202;0,031432716;-0,178539922;0,03263504;0,062684663;-0,163975525;-0,009703383;0,351440562;0,000859433;0,47502272;1,05E-05;0,288338208;0,676631756
RTEL1;0,138590086;-0,245232233;-0,481003994;-0,178686882;0,101006177;-0,179398077;0,067698345;-0,081307948;-0,097351839;-0,06188544;0,03843328;-0,10626468;0,212834745;0,041344394;0,051527979;0,00052134;0,336106647;1,06E-05
WNT7B;0,313997429;0,514190689;NA;-0,138938606;NA;0,151432436;0,198562932;0,208174568;0,403385033;-0,042463118;0,700940022;0,086774996;0,000939375;1,08E-05;0,262165469;0,258888215;0,017349574;0,088447599
COL4A2;-0,279382094;NA;NA;NA;NA;NA;-0,091850851;-0,004474658;0,127587543;-0,067810804;0,327198341;0,267228685;1,09E-05;0,977239119;0,32222386;0,338398203;0,0417131;0,044286444
LINC02432;NA;-0,585984783;NA;NA;0,14468949;NA;0,339467091;-0,233476683;-913,9437892;-0,110200011;0,02022354;0,147750507;0,280404115;1,09E-05;0,995844735;0,012059842;0,719372732;0,562354277
MTA1;0,12691017;0,24608401;-0,027465604;0,081019697;0,015942291;0,064848189;0,072905212;0,153559276;-0,000926645;0,004317567;0,010091482;0,004518262;0,016627628;1,09E-05;0,975987386;0,777526283;0,787761031;0,859114788
GLDN;NA;-0,243505129;-1,194922403;0,230513405;NA;0,023895416;-0,520728291;-0,041595611;-0,372885926;-0,013167186;-1,248010733;0,012367655;0,031900471;0,457059463;1,12E-05;0,72668516;0,075694226;0,754763851
C16orf74;0,674633483;0,021125086;-0,012971452;0,169868705;NA;0,055837227;0,242722492;0,005708849;-0,051799742;0,039422265;0,08620494;0,04903878;1,12E-05;0,79789645;0,436397904;0,001059364;0,713392861;0,102108405
RRAGB;-0,051225746;NA;0,34951618;0,445331755;-0,06484624;0,092806952;0,040924511;0,075025859;0,099314916;0,121089322;0,042177869;0,001255662;0,404460983;0,311068219;0,027316226;1,13E-05;0,549056699;0,98336871
RALGPS1;0,245659956;-0,357616914;-0,41747335;-0,2212615;0,080414468;-0,010958727;0,026413603;-0,143758618;-0,064822079;-0,078610792;0,023759724;0,000430916;0,613055028;0,047631815;0,258820621;1,15E-05;0,713313066;0,980978882
ST3GAL3;-0,026948685;-0,031948254;-0,110677725;0,305797804;-0,024317482;0,064458233;0,028247631;0,015038343;-0,001334778;0,068290653;-0,001725596;-0,034347461;0,332176418;0,698740746;0,97008507;1,15E-05;0,956741272;0,210658287
FAM214A;-0,11243378;-0,063652707;0,521500918;0,307396149;-0,004752616;-0,052946807;0,043242481;-0,007907871;0,108260269;0,086992662;-0,028001312;0,02910086;0,34256904;0,822105539;0,034236247;1,16E-05;0,729096632;0,084259901
SLCO3A1;0,126712734;0,094461115;1,018482173;NA;NA;0,088083974;0,031296411;0,054006547;0,277921903;0,147455764;-0,213462114;0,075482171;0,227082549;0,006962446;1,18E-05;0,00288344;0,358825287;0,002654023
FBRSL1;0,40704636;-0,158495553;0,14811063;-0,07016265;-0,079465985;0,094850312;0,243433047;-0,121257097;0,064658079;-0,009780304;-0,024562418;0,026675656;1,18E-05;0,057298418;0,148363927;0,60644469;0,584043432;0,381390816
SPAG16;0,071786192;0,043687891;0,141486345;0,285446844;-0,762134931;NA;0,047175934;-0,010788389;0,038469102;0,070451483;-0,612893107;0,045098556;0,199827444;0,821259488;0,434230969;0,002473429;1,19E-05;0,745128042
PPP1R13B;0,510717196;-0,091804877;0,227043422;0,198446677;NA;-0,051636831;0,187293773;0,010836601;-0,013963688;0,037693745;0,197989958;-0,016556895;1,19E-05;0,736331244;0,782433602;0,050584966;0,225111816;0,410680282
CCDC32;NA;-0,017206839;NA;-0,237397511;-0,009803103;-0,057129505;-0,03292336;0,035424488;0,021751569;-0,096635619;-0,053248657;-0,034130799;0,683771766;0,411442356;0,786873201;1,20E-05;0,279748536;0,469767102
SDCCAG8;-0,100484835;0,049344255;0,230603198;0,233170082;-0,067669778;0,048433647;-0,024019123;0,029688092;0,034819264;0,056584973;-0,014538404;0,024356509;0,32708335;0,238506105;0,281025461;1,21E-05;0,637982253;0,272804999
PRKN;0,092878689;NA;0,344775686;0,17419435;0,470375214;NA;-0,013366377;-0,261325915;0,139661487;0,044818504;0,177929748;0,060049258;0,773591161;0,11741431;0,000214201;1,23E-05;1,53E-05;0,503486653
ADCY3;0,526749536;0,454865848;0,032023091;0,419638361;0,04380117;-0,131236171;0,196384238;0,175837338;-0,016444871;0,071553918;0,024694184;-0,056236078;1,97E-05;0,001966422;0,652037481;1,25E-05;0,545323616;0,102194891
AL390879.1;-0,114582002;0,431428646;-0,107871362;-0,043494438;-0,249202208;0,17377459;-0,073045528;0,198580737;0,002200013;-0,060642664;-0,092608926;0,044046439;0,079919087;1,25E-05;0,959635175;0,000557483;0,025699085;0,140653083
STX16;-0,312296158;-0,13482229;-0,208126433;-0,161126914;-0,049166662;0,00996533;-0,060906509;-0,05094418;-0,017380444;-0,049145909;-0,036048672;0,003497592;0,078860106;0,038222238;0,551501428;1,27E-05;0,392511299;0,782121439
ZNF551;0,158030398;0,401500903;0,331432261;0,160641471;-0,027259707;0,231023739;0,108968265;0,151474885;0,058314858;0,038369135;-0,025114801;0,0284281;0,02280527;1,27E-05;0,220474355;0,027129255;0,659905488;0,402433265
MGMT;0,360277836;0,270221831;NA;0,142399904;NA;0,079903596;0,053113953;0,126493844;0,090051277;0,032285237;0,287765953;-0,006464481;0,252414517;1,29E-05;0,63884061;0,018217541;0,164025113;0,735027108
TMED3;-0,030967361;0,449282508;-0,062435291;-0,106842208;-0,122216822;0,021623261;0,026247017;0,165577776;-0,005162369;-0,018585371;-0,076165357;-0,021651885;0,482636581;1,29E-05;0,839265591;0,273749303;0,044185274;0,42660426
GLRX3;0,174586485;0,132519043;0,299462895;0,143240877;-0,087447106;0,068671664;0,084156451;0,080164946;0,103429457;0,058638844;0,01627346;0,015302273;0,013513928;0,005088519;0,001377897;1,29E-05;0,695994404;0,605592853
CCDC88C;0,087473537;-0,285212524;-0,062772206;-0,141223939;-0,030989071;0,153129267;0,038877186;-0,112592775;0,014647108;-0,0533579;-0,051114589;0,013585835;0,533296814;0,00215722;0,621364523;1,30E-05;0,225915019;0,564112468
IKBKB;-0,046776397;0,220544923;-0,142121493;-0,088847321;-0,126842268;0,113889279;-0,031281855;0,142017041;-0,019639163;-0,033488065;-0,032934333;0,022464206;0,368456776;1,31E-05;0,648753716;0,221800655;0,379443907;0,452502855
ABCA10;-0,465648423;0,23969133;NA;NA;NA;0,272498618;-0,1631834;0,079529028;-0,095325928;0,194888332;0,032911479;0,099438987;1,31E-05;0,150061936;0,659882939;0,001194022;0,896138351;0,015684149
NBPF9;0,289497843;NA;0,21743041;0,322126224;NA;0,17439782;0,169241323;0,184806577;0,112784883;0,126944925;0,082585968;0,044994001;0,000154756;0,022038184;0,023427659;1,32E-05;0,400383062;0,184199229
JKAMP;-0,07282912;-0,574230701;-0,228055025;-0,572178383;9,04E-05;-0,140530142;0,05700007;-0,232534047;0,019706613;-0,174958814;-0,056883776;-0,036001385;0,18733591;0,005486671;0,774557858;1,33E-05;0,44524534;0,425256986
ATP6V1A;-0,134770026;-0,468333172;-0,247953515;-0,257429198;0,217692744;0,070349505;-0,043358668;-0,153882831;-0,050136989;-0,062263593;0,020917411;0,022698901;0,316506918;0,000188005;0,176800393;1,34E-05;0,700632586;0,459100651
BTRC;0,125716873;-0,120126491;-0,221500588;0,298816892;-0,075389798;0,223113255;0,064335054;-0,023239631;-0,032356953;0,075236063;-0,045061472;0,029979302;0,036511975;0,51623803;0,334970894;1,35E-05;0,287723947;0,17082986
SYCP2L;0,07026913;NA;0,47741022;NA;-0,05540415;NA;0,128596259;-0,140338464;0,141615505;-0,008612604;-0,003211426;-0,091175649;0,012032481;0,36136606;1,35E-05;0,917676563;0,91497819;0,515190682
MRE11;0,059104891;0,207175882;0,16155798;0,234112858;0,048884507;0,0402489;0,057241582;0,087168305;0,03214899;0,048185279;-0,007112269;-0,025499773;0,110756846;0,000750914;0,269866313;1,35E-05;0,830959819;0,261340485
GALNT1;0,413376216;0,103572846;-0,239196336;NA;0,021110424;0,137188396;0,141547225;0,069239533;-0,016112132;0,150355289;-0,010835835;0,054546703;1,48E-05;0,073175623;0,691579247;1,35E-05;0,8034446;0,036453514
CREB1;0,014760664;-0,000668172;-0,109357843;-0,188510041;-0,114266711;-0,09118238;0,049331156;0,00789214;0,018642494;-0,072093355;-0,079633399;-0,054419492;0,218590245;0,815216928;0,563075928;1,35E-05;0,082863246;0,015596115
LPCAT1;0,311749768;0,0095166;0,044421152;0,120775126;-0,203126742;0,333988001;0,150450567;0,079949355;0,034295464;0,01397717;-0,094249156;0,090435656;1,38E-05;0,121541881;0,341628668;0,393333484;0,17303875;0,000124474
TMCO4;-0,177868159;-0,041243115;-0,419704147;-0,046761406;NA;-0,416419406;-0,003887018;-0,045236777;-0,220037897;-0,016555328;-0,579650771;-0,163795519;0,934463835;0,206662289;0,007546494;0,366593177;0,021271515;1,38E-05
SMAP1;-0,097277841;0,170013481;-0,055608168;0,251629918;0,041368617;0,181975445;0,019196319;0,026096913;0,009553333;0,061723663;-0,033073024;0,065894428;0,641618131;0,514851985;0,795679834;1,39E-05;0,433694278;0,002052252
HSPA8;0,166749966;0,123900963;-0,407884594;-0,115438125;0,069609245;0,100505091;0,10554828;0,066566784;-0,112223209;-0,02219682;0,03982626;0,012811271;3,24E-05;0,007272644;1,39E-05;0,023610395;0,147317584;0,546857419
SH3BGRL;-0,462797195;-0,163418991;-0,218922203;0,206337059;-0,170276532;-0,17182043;-0,212662001;-0,070082146;-0,026949215;0,040143777;0,073917151;0,010127071;1,39E-05;0,162205547;0,429734571;0,20012439;0,292423487;0,821021286
PELP1;0,380681919;0,372882225;0,185225451;0,013597299;-0,032406447;0,12888874;0,173688655;0,132203655;0,053209802;-0,006775184;0,035764523;0,019938956;1,40E-05;0,011656127;0,112500643;0,760670469;0,422698897;0,537922888
CHEK2;-0,217400787;-0,192723479;-0,317760975;-0,289849683;0,017190507;0,108318958;-0,033187257;-0,055681684;-0,078193471;-0,076242082;0,05438402;-0,051877006;0,537106508;0,392585319;0,162686371;1,42E-05;0,326102705;0,107398395
YWHAG;-0,111992984;0,071700519;-0,399598137;-0,175785083;0,013353499;-0,13120672;-0,04410796;0,046762093;-0,082500619;-0,035943446;-0,004763007;-0,039967792;0,095159102;0,045513368;0,002567547;1,44E-05;0,859281925;0,054059486
SMTN;0,850751257;-0,356339718;NA;0,260940146;-0,144289834;0,288688606;0,274852049;-0,066327091;-0,041239684;0,080896584;-0,03092586;0,032576427;1,47E-05;0,269091916;0,654467477;0,000648246;0,697648979;0,409200675
ESF1;0,083135772;0,200516688;0,026478444;-0,027926602;0,049609051;0,001981926;0,096525483;0,131962598;0,003494216;0,003552947;0,010675381;0,005204379;0,001640245;1,48E-05;0,908434785;0,805951233;0,75791563;0,836849775
AUTS2;-0,028370111;-0,030057865;-0,181643214;0,480971225;NA;-0,076442368;-0,018673677;0,008947155;-0,061624527;0,090759226;0,210074033;-0,007354443;0,236309265;0,840256007;1,48E-05;9,41E-05;0,047468027;0,893614439
Sep.08;NA;NA;-0,038890688;0,619647164;-0,22171104;0,005253071;0,13687496;-0,063213745;-0,029931376;0,113498799;-0,120446703;-0,019728154;0,060448334;0,460668432;0,547260852;1,50E-05;0,007294053;0,631145184
ITPRIPL2;-0,477162387;-0,244626494;NA;-0,542285085;NA;NA;-0,090072165;-0,109996241;0,086259185;-0,165418505;-0,32855463;-0,122711255;0,274973579;0,082402293;0,241523907;1,50E-05;0,295996999;0,286373966
OFD1;-0,083569423;-0,15173655;0,360742975;0,003476955;0,025090568;0,037039193;-0,018175223;-0,048430621;0,136918101;0,017301394;0,005955316;0,03292794;0,608833816;0,230818229;1,50E-05;0,237890556;0,853702668;0,089468396
EIF3A;-0,000625543;0,199146605;-0,068681695;-0,069562142;0,021193346;-0,001184319;0,055589698;0,073628936;-0,01220224;-0,008853542;0,004890474;-0,014230963;0,001351414;1,50E-05;0,472024338;0,236963215;0,812173634;0,375451614
DPY19L2P1;0,242694773;NA;NA;NA;-0,680444969;0,047725296;0,13582666;0,379657468;0,012409683;-0,097520512;-0,2727319;0,105025695;0,003947296;0,012792883;0,960158252;0,553869172;1,51E-05;0,00013074
GCLM;-0,205091752;-0,258103819;-0,601719206;-0,327393553;-0,123027123;-0,041647884;-0,075347526;-0,050858897;-0,122943613;-0,06819853;-0,050247312;-0,031919107;0,028066056;0,308329922;0,086309657;1,51E-05;0,393226111;0,585807408
C9orf3;-0,004426232;0,097229861;-0,101839749;-0,045577446;-0,135647772;-0,097272772;0,010318442;0,064633984;-0,043148493;-0,009037643;-0,043240493;-0,031806124;0,440627656;1,54E-05;0,059864733;0,333123565;0,134406547;0,02662453
FBXW4;0,136624802;-0,150325953;0,169146997;0,284380352;0,096116885;0,093337672;0,06320491;-0,027301802;0,081636274;0,076633748;-0,017324769;0,035522416;0,067368871;0,592972756;0,040677228;1,56E-05;0,794005079;0,118643664
ZBTB43;-0,112685034;-0,450279939;0,003304618;0,071005322;0,177711076;0,054533742;-0,010433694;-0,213353038;-0,007964302;0,016215486;0,063537789;-0,018226912;0,855695197;1,56E-05;0,88569384;0,572829147;0,254481864;0,608004596
SOX5;NA;NA;-0,15550911;NA;0,4049178;NA;0,063748386;0,144064616;-0,047312139;0,054742935;0,188424579;-0,044866137;0,704966437;0,325623141;0,029997505;0,473135876;1,56E-05;0,78390501
FLVCR1;0,373018584;0,562603847;-0,151580282;-0,008505841;-0,097259671;-0,300967583;0,174981827;0,25707742;-0,020329721;0,008156336;0,001124056;-0,065107648;0,000127527;1,56E-05;0,612811356;0,706747298;0,982058835;0,224433158
ALMS1;-0,162546335;0,066069655;0,048145294;-0,208463786;-0,063716374;0,099207049;-0,022472821;-0,013330424;0,015164453;-0,052509472;-0,027042025;0,010425683;0,418618209;0,689783689;0,491426276;1,57E-05;0,353839433;0,488558631
PABPC4;0,118677278;0,136622738;-0,027344457;-0,054457278;0,082456371;0,062725386;0,152112702;0,076071969;0,02166784;-0,009075067;0,008477026;-0,011396887;1,59E-05;0,007823289;0,453318247;0,400866293;0,761389336;0,673212105
NEMF;0,012683379;-0,064741424;-0,068544255;0,274473234;-0,155737276;0,215568083;0,031852268;0,022732824;0,014349702;0,059301971;-0,068554129;0,054826141;0,176224193;0,373017701;0,588970676;1,63E-05;0,005994893;0,003010079
TLK2;-0,177903581;-0,307636859;-0,213977569;-0,004936312;-0,164001902;0,025765587;-0,092226683;-0,135344104;-0,032819083;-0,004918983;-0,038332074;-0,016619242;0,000187791;1,63E-05;0,182636261;0,672944035;0,232506509;0,10890643
UBXN4;-0,216859259;-0,258084831;-0,179541078;-0,221801534;-0,179369007;-0,135452286;-0,060368713;-0,106996899;-0,027154233;-0,050616304;-0,018189245;-0,064319683;0,072079422;0,000114909;0,405926001;1,63E-05;0,564797265;0,000196836
ZW10;NA;0,491852884;0,163696415;0,027818778;0,185709515;-0,092089344;-0,036137439;0,195690542;0,031463897;0,033603597;0,026364547;-0,034367242;0,650322695;1,65E-05;0,556449474;0,106073705;0,615504808;0,429945263
OPN3;0,041813034;NA;NA;NA;-0,042738408;0,519346425;0,088571728;0,167313142;0,170555098;0,058784803;-0,014989061;0,199534542;0,136176257;0,114287787;0,046196279;0,174398669;0,805053217;1,65E-05
PYGB;0,353729951;0,257243183;0,611948347;0,143270538;0,167041519;0,17886766;0,162100465;0,111879051;0,16178781;0,037519415;0,062584237;0,039180649;6,80E-05;0,000199641;0,000250318;1,67E-05;0,398582533;0,212287139
ABCF1;-0,18024667;0,10214661;0,043060847;-0,19874556;0,020815509;0,083824789;-0,034557988;-0,002640643;-0,000306702;-0,052212498;0,008434297;0,013264014;0,330767885;0,93777358;0,991524662;1,68E-05;0,703813057;0,506403524
DDX6;0,08447707;0,04293473;0,350600919;0,133412636;-0,018143204;0,013001912;0,082099384;0,048600696;0,105873921;0,034494912;0,01780957;-0,010963816;0,017431289;0,057066063;1,68E-05;0,001393704;0,530179898;0,417230694
OLA1;0,102357239;0,165700255;-0,114064074;0,021847522;-0,006657728;0,039260846;0,056912328;0,098136073;-0,033285267;0,005928722;0,001717809;0,00241825;0,020544719;1,68E-05;0,119664253;0,5110185;0,930612424;0,875091375
TUT4;0,013592846;0,009195547;-0,13372286;0,250149664;0,058766006;-0,09702783;0,034940752;0,037960011;-0,025902291;0,06817033;-0,028997853;-0,020348003;0,218696782;0,343872688;0,254650835;1,69E-05;0,298476672;0,611878221
ZNF318;NA;NA;0,334932841;0,64366453;0,315956346;0,088027992;0,234312331;-0,105848809;0,148124863;0,134305762;0,083635057;0,028179232;0,001402088;0,174338969;0,00029744;1,69E-05;0,257833125;0,465132801
ATXN7.1;-0,49845045;NA;-0,604228003;-0,349798543;-0,473445508;-0,138492476;-0,187539272;-0,173532024;-0,11582562;-0,107302636;-0,233342846;-0,052875174;0,000955244;0,03359033;0,05153489;1,70E-05;0,002368876;0,001795342
MAP3K1;0,68380021;0,300812234;0,188851626;0,17240107;0,179029401;0,057983338;0,172431547;0,144287014;0,048634276;0,031710451;0,019877641;0,009945688;0,000723689;1,71E-05;0,341829921;0,01376343;0,67779455;0,576584047
IPO7;-0,028751342;0,167211964;-0,008654349;-0,147206975;-0,159900911;0,008684908;0,024883909;0,078204627;0,006226187;-0,032834198;-0,051906108;0,01745514;0,225507574;0,001238622;0,7471983;1,72E-05;0,024233343;0,35870662
E2F3;-0,088611178;0,062902163;0,013237329;-0,100231203;0,026566699;-0,1494368;0,007987421;0,043567206;0,005840243;-0,040771349;-0,00586178;-0,044519297;0,756888354;0,068089486;0,771857264;1,73E-05;0,74753125;0,017354315
RNF220;-0,003718375;0,29806069;0,297009997;-0,017210021;-0,187352403;-0,027223107;0,023850035;0,106466765;0,086852825;0,008033986;-0,10539529;-0,058032117;0,511699601;0,042302877;1,73E-05;0,762159324;0,148990872;0,249626852
NCR3LG1;-0,661475365;0,583565927;0,364158496;-0,043864203;-0,267706064;NA;-0,243699694;0,233526766;0,089002527;0,013023054;-0,135959869;-0,060728529;0,001228415;1,74E-05;0,058898537;0,502240247;0,008259246;0,789201242
UBA2;-0,007874551;0,2099584;0,158315057;0,010897586;-0,00767235;-0,063434221;0,059458338;0,116672005;0,054476298;0,004885169;-0,002623468;-0,040340524;0,037482596;1,75E-05;0,039184836;0,633739184;0,926463796;0,062318403
RCN1;-0,341540268;-0,29034455;-0,242689591;-0,646997111;NA;-0,563636408;-0,086262775;-0,086518417;-0,063226223;-0,183020343;-0,819760914;-0,271136222;0,037293933;0,150142095;0,194298083;1,75E-05;0,028270897;0,000831505
GLG1;0,227887335;0,118306915;-0,074392402;0,126964654;-0,031567741;0,059679869;0,094263633;0,080606349;-0,012729694;0,033487852;0,032382498;-0,000711217;0,000484041;1,76E-05;0,550490089;5,04E-05;0,216999496;0,953761044
HOMER2;-0,095758509;0,46996598;-0,343907234;NA;NA;0,077277478;0,043166436;0,207597859;-0,090927899;0,109891862;0,040948503;0,039074935;0,316956421;1,76E-05;0,002124705;0,053133284;0,78325179;0,06284325
